country,description,designation,points,price,province,region_1,region_2,variety,winery
France,"This is a tight, fruity wine with high levels of acidity. That is certainly typical of the vintage and brings out very young red currant and berry fruit flavors. Even though the tannins are light, the wine is definitely one to age, so should not be drunk before 2020.",Les Teurons Premier Cru,90,70.0,Burgundy,Beaune,,Pinot Noir,Nicolas Potel
US,"Tonella has 16% Merlot within, from the estate vineyard around the winery. Cedar, currant and dried herb greet the nose and palate before allowing chalky, dusty tannin to season layers of chocolate and black cherry, staying structured and bright from start to finish.",Tonella Vineyard,90,90.0,California,Rutherford,Napa,Cabernet Sauvignon,Sequoia Grove
US,"Dark gold in color, this wine was whole-cluster pressed and fermented for a lengthy six months, providing for a luxuriousness of stone fruit and melon dripping in honey and caramel. It's ripe and fleshy, with a slight voluptuousness. Aged in 50% new French oak for 17 months.",Buena Tierra Vineyard,90,45.0,California,Russian River Valley,Sonoma,Chardonnay,Sleeping Giant
US,"This bright and fruity Beaujolais-style wine is as light and refreshing as a young wine can possibly be. It delivers a smile-inducing burst of strawberry and cherry fruit—round, ripe and juicy. You absolutely want to drink this sometime in 2016 while all that youthful energy remains.",Whole Cluster,90,22.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
US,"Baked pears, tangerine oil and wet-cement minerality show on the nose of this rich yet balanced wine from one of the region's premiere sites. The palate shows Gala apples, honeysuckle and blood-orange rinds, blending ripeness with grippy tartness.",Rosella's Vineyard,90,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Loring Wine Company
US,"An estate-grown wine in its second vintage, this comes from the cooler-climate hills of the coast. This plush wine is dark brown in color and brimming in stinky earth—a rich, funky and concentrated expression that's herbal, spicy and shy in raspberry fruit.",Mardikian Estate Vineyard,90,85.0,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
US,"Medium bodied and restrained on the palate, this wine offers a mix of caramelized lemon and Gravenstein apple. It ends lengthy with tastes of ginger and lemongrass that leave a refreshing finish.",Gavin Vineyard,90,24.0,California,Carneros,Napa-Sonoma,Chardonnay,Mahoney
US,"From vineyards in both Alexander Valley and Bennett Valley, the grapes were fermented in French oak for eight months, a minority of it new. This is a medium-bodied, integrated wine rich in caramel apple and fresh-squeezed tangerine. Brisk and in balance, it finishes with a note of toasted almond.",,90,26.0,California,Sonoma County,Sonoma,Chardonnay,Matanzas Creek
Moldova,"The blend of 50% Cabernet Sauvignon, 35% Merlot and 15% Malbec has well-balanced tannins and scents of black raspberry, vanilla and caramel. Sweet vanilla, cherry pie and blueberries are the predominant tastes.",Rosu de Purcari,90,32.0,Moldova,,,Bordeaux-style Red Blend,Purcari
France,"A ripe and rich wine, this is full of jammy red fruits. The structure is well integrated into the fruits, giving a smooth, ripe wine that's developing attractively. With a juicy, fresh aftertaste, it is ready to drink, although it will be better from 2017.",,90,35.0,Loire Valley,Sancerre,,Pinot Noir,Roger et Didier Raimbault
US,Abundant dried and fresh herb aromas are followed by notes of black currant and blackberry. The palate brings full-feeling black-fruit flavors that provide instant appeal. It's a crowd pleaser.,,90,15.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Substance
US,"This blend of 71% Syrah, 16% Grenache, 8% Zinfandel, 3% Petite Sirah and 2% Mourvèdre stands up to Paso blends three times its price. Broad aromas of plum, olallieberry and dried cherry mix with vanilla, dill and herbes de Provence on the nose. The creamy palate conveys boysenberry and blackberry seasoned by lavender and white pepper.",9,90,20.0,California,Central Coast,Central Coast,Red Blend,Troublemaker by Austin Hope
US,"A soft, chewy and smoky vineyard-designate, this wine is defined by a depth and breadth of sizable tannin, black plum and chocolate, celebrating ripeness and voluptuous in a glass.",Morisoli Vineyard,90,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,V. Sattui
US,"An expansive, full-bodied and generously rich wine, this features present but integrated oak. Aromas of orange blossom and jasmine rise slowly out of the glass to lighten the experience, polished in bites of green apple and pineapple.",Unfiltered,90,55.0,California,Napa Valley,Napa,Chardonnay,William Hill Estate
Italy,"A blend of 85% Sangiovese, 10% Colorino and 5% Canaiolo, this offers pretty aromas of pressed rose, violet, berry, menthol and a whiff of ground cooking spice. The linear palate offers mature black cherry, orange zest, clove, white pepper, licorice and a hint of pipe tobacco alongside firm, fine-grained tannins.",,90,20.0,Tuscany,Chianti Classico,,Red Blend,Villa Mangiacane
Italy,"Mostly Sangiovese with 5% Colorino and made by refermenting with partially dried grapes, this wine offers aromas of dried plum, clove, scorched earth and a balsamic note. The concentrated palate offers dried black cherry, raisin, licorice and a note of ground pepper that lead to a firm finish.",Riserva,90,30.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Salcheto
Italy,"Luminous and fresh, this opens with aromas of red berry, violet, chopped herb and a whiff of baking spice. The vibrant, linear palate offers red cherry, strawberry, white pepper and star anise alongside racy acidity and polished tannins. Enjoy through 2018.",,90,18.0,Tuscany,Chianti Classico,,Red Blend,Vignavecchia
US,"Black-olive tapenade is the star of this show, along with fig, black currant and cedar. Bittersweet cocoa accents the powerful tannin and integrated oak, before finishing velvety smooth.",,90,48.0,California,Napa Valley,Napa,Cabernet Sauvignon,Apriori
France,"There is a toasty aroma in this wine that comes from a premier cru next door to Chassagne-Montrachet. This toastiness continues into a spicy, toasty note. A good sense of fruitiness gives the wine a ripe and rich character that will allow it to mature well. Drink from 2017.",Pitangerets Premier Cru,90,43.0,Burgundy,Saint-Aubin,,Chardonnay,Au Pied du Mont Chauve
New Zealand,"Usually the bigger, more opulent of the Kumeu River Chardonnays, the 2015 version of the Coddington is medium to full in weight, but strikingly focused and vibrant. Bacony smoke notes frame white peach flavors, finishing long.",Coddington,93,46.0,Kumeu,,,Chardonnay,Kumeu River
US,"Rich red cherry, rhubarb and alpine strawberry aromas meet rust and shaved licorice on the nose of this beautiful bottling from the Parker family's cool-climate vineyard. It's deceptively light on the palate, with airy flavors that intensify to exotic cherry, mulberry, tea leaf and maduro cigar, framed by firm, structured tannins. Drink 2020–2024.",Parker West,93,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
US,"This wine comes from one of the producer's oldest blocks in Carneros, where grapes retain vibrant acidity. Reduced on the nose, it opens up into a mix of fennel, preserved lemon and almond aromas that follow through on the steely palate with grace.",Paris Tasting Commemorative Estate Grown,93,94.0,California,Napa Valley,Napa,Chardonnay,Grgich Hills
US,"The biggest production and lowest priced of all the winery's vineyard designates, this is sexy, substantial and one of the best offerings from any winery sourcing fruit from this exceptional vineyard. A riot of berries, plums and Asian spices fills the mouth—well-integrated, layered and detailed right on through the extended finish. A light dusting of cocoa powder lingers and invites the next sip.",Freedom Hill Vineyard,93,37.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Patricia Green Cellars
US,"Vinified by the former Margerum winemaker (who now works for Morgan Winery), this bottling from one of the appellation's most exciting vineyards is chock-full of baked red cherry, vanilla, clove and gravel aromas. Though light and bright in body, the palate packs intriguing flavors, from raspberry and rose petal to dried fennel and dill.",Radian Vineyard,93,44.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Samuel Louis Smith
US,"From dry-farmed estate vines, this savory, classically styled red offers nuances of cedar, dried herb and peppercorn. It's aromatically reminiscent of the forest that surrounds the estate, delivering a balanced landscape of subtle, elegant flavor and length.",Estate Bottled,93,50.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Smith-Madrone
Austria,"The floral, vanilla tone of new oak marries with ripe, red cherry notes in this wine, supported by clove and violet highlights. It's young and taut on the palate, its fine tannins still firm and crunchy, needing time to evolve and relax. Pure fruit and the pervasive freshness promise a bright future. Drink 2019–2025.",Classic,93,27.0,Niederösterreich,,,Pinot Noir,Malat
US,"This cuvée, says winemaker Josh Bergström, is crafted to compete with village Burgundies. Principally Temperance Hill fruit, it more than does the job, with great mouthfeel, and a succulent tangy ripe mix of citrus and stone fruits. There's a lick of caramel apple coming through also, and the wine is bursting with bright flavors across the board.",Old Stones,93,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Bergström
US,"Actress Challen Cates got interested in wine when her father ran Tantara Winery. She's since hired winemaker Kevin Law to deliver great bottlings like this one. It's redolent with sarsaparilla, red plum, mulberry and cola, and shows deft balance on the palate, combining plum, cherry, licorice and ginger flavors.",Zotovich Vineyard,93,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Challen
Spain,"A more intense version of Carraovejas's Reserva from 2012, this also includes more than 20% Cabernet Sauvignon and Merlot. Thus it's spicy and prickly on the nose, with road tar and peppery notes in addition to potent berry fruit. A rich saturated rumbling palate deals coffee, toast, blackberry and herbal flavors that are much like the Reserva but more amplified. A charred finish has a lemony ring to it. Drink from 2020 through 2030.",El Anejón,93,136.0,Northern Spain,Ribera del Duero,,Red Blend,Pago de Carraovejas
US,"Savory in aroma, richly fruity and accented with butter and vanilla, this wine has a complete package of flavors and an expert balance to accompany its creamy viscosity. It combines lightly toasty, earthy notes with generous pear and citrus flavors in a way that's unusual and compelling. Best after 2020.",Savoy Vineyard,93,48.0,California,Anderson Valley,Mendocino/Lake Counties,Chardonnay,FEL
Austria,"This wine's fresh, ripe red cherry and aromatic strawberry touches make for an inviting nose. The palate shows the same intense primary fruit, bolstered by freshness and a fine, filigreed structure. Its supple, pure fruit makes it very enjoyable now, but it's sure to evolve further with bottle age. Drink now–2025.",Classic,93,19.0,Thermenregion,,,Pinot Noir,Stadlmann
US,"From the vineyard planted by the Pisoni and Franscioni families, this wine delivers bright raspberry and strawberry aromas with sweet star anise spice. The medium-bodied palate is lively and boisterous, with ripe cranberry, tangy red plum skin and sour cherry flavors, accented with a helping of dried herbs.",Soberanes Vineyard,93,65.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
